Classe;FormaCappello;ColoreCappello;Lividi;Odore;Dim_Lamelle;RadiceGambo;ColoreGambo_sotto_anello;Habitat
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Commestibile;Piatta;Grigio;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Velenoso;Convessa;Grigio;Si;Maleodorante;Larghe;Bulbo;Bianco;Tra l'erba
Velenoso;Convessa;Marrone;No;Maleodorante;Strette;Assente;Bianco;Nei sentieri
Velenoso;Piatta;Grigio;Si;Maleodorante;Larghe;Bulbo;Bianco;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Commestibile;Piatta;Rosso;Si;Nessuno;Larghe;Assente;Rosso;In zone incolte
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Commestibile;Piatta;Marrone;Si;Nessuno;Larghe;Assente;Rosso;In zone incolte
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Papillato;Marrone;No;Nessuno;Strette;Assente;Marrone;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Convessa;Marrone;No;Piccante;Strette;Assente;Rosa;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Piatta;Bianco;Si;Maleodorante;Larghe;Bulbo;Bianco;Tra l'erba
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Commestibile;Convessa;Rosso;Si;Nessuno;Larghe;Assente;Rosso;In zone incolte
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;A campana;Giallo;No;Nessuno;Strette;Assente;Marrone;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Convessa;Grigio;Si;Maleodorante;Larghe;Bulbo;Bianco;In città
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Commestibile;Papillato;Rosso;Si;Nessuno;Larghe;Assente;Bianco;In zone incolte
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Commestibile;Papillato;Marrone;No;Nessuno;Strette;Bulbo;Marrone;Tra le foglie
Velenoso;Convessa;Bianco;No;Creosoto;Strette;Bulbo;Bianco;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;A campana;Camoscio;Si;Nessuno;Larghe;Bulbo;Bianco;Tra l'erba
Velenoso;Convessa;Bianco;Si;Maleodorante;Larghe;Bulbo;Bianco;Tra l'erba
Commestibile;Piatta;Rosso;Si;Nessuno;Larghe;Bulbo;Rosa;Bosco
Velenoso;A campana;Bianco;Si;Nessuno;Larghe;Bulbo;Bianco;Nei prati
Commestibile;Piatta;Rosa;Si;Nessuno;Larghe;Assente;Rosso;In zone incolte
Velenoso;Convessa;Bianco;Si;Maleodorante;Larghe;Bulbo;Bianco;Tra l'erba
Commestibile;Papillato;Marrone;Si;Nessuno;Larghe;Assente;Bianco;In zone incolte
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Piatta;Camoscio;Si;Maleodorante;Larghe;Bulbo;Bianco;In città
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Commestibile;Papillato;Rosso;Si;Nessuno;Larghe;Assente;Bianco;In zone incolte
Commestibile;Piatta;Marrone;Si;Nessuno;Larghe;Assente;Bianco;In zone incolte
Commestibile;Piatta;Camoscio;Si;Nessuno;Larghe;Assente;Bianco;In zone incolte
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Commestibile;Piatta;Grigio;Si;Nessuno;Larghe;Bulbo;Rosa;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Convessa;Grigio;Si;Maleodorante;Larghe;Bulbo;Bianco;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Convessa;Marrone;No;Maleodorante;Strette;Assente;Bianco;Tra le foglie
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Commestibile;Piatta;Marrone;Si;Nessuno;Larghe;Assente;Bianco;In zone incolte
Commestibile;Piatta;Rosso;Si;Nessuno;Larghe;Bulbo;Rosa;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Commestibile;Piatta;Rosso;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;A campana;Bianco;Si;Nessuno;Larghe;Bulbo;Bianco;Nei prati
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Convessa;Marrone;No;Maleodorante;Strette;Assente;Bianco;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Commestibile;Piatta;Rosa;Si;Nessuno;Larghe;Assente;Rosso;In zone incolte
Velenoso;Convessa;Bianco;Si;Maleodorante;Larghe;Bulbo;Bianco;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Piatta;Camoscio;Si;Maleodorante;Larghe;Bulbo;Bianco;In città
Velenoso;Convessa;Grigio;No;Creosoto;Strette;Bulbo;Bianco;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Commestibile;Convessa;Verde;No;Nessuno;Strette;Assente;Bianco;Bosco
Commestibile;Piatta;Bianco;No;Nessuno;Strette;Assente;Bianco;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Convessa;Rosso;No;Di pesce;Strette;Assente;Bianco;Nei sentieri
Velenoso;Convessa;Rosso;No;Di pesce;Strette;Assente;Bianco;Tra le foglie
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Commestibile;Piatta;Rosso;Si;Nessuno;Larghe;Assente;Rosso;In zone incolte
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Piatta;Grigio;Si;Maleodorante;Larghe;Bulbo;Bianco;Tra l'erba
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Convessa;Grigio;Si;Maleodorante;Larghe;Bulbo;Bianco;In città
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Convessa;Bianco;No;Creosoto;Strette;Bulbo;Bianco;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Commestibile;Piatta;Rosso;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Commestibile;Papillato;Camoscio;Si;Nessuno;Larghe;Assente;Bianco;In zone incolte
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Commestibile;Convessa;Marrone;No;Nessuno;Strette;Bulbo;Marrone;Tra le foglie
Commestibile;Convessa;Rosso;Si;Nessuno;Larghe;Assente;Rosso;In zone incolte
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Piatta;Grigio;Si;Maleodorante;Larghe;Bulbo;Bianco;Tra l'erba
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Convessa;Marrone;No;Piccante;Strette;Assente;Bianco;Nei sentieri
Commestibile;Papillato;Camoscio;Si;Nessuno;Larghe;Assente;Bianco;In zone incolte
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Commestibile;Papillato;Rosa;Si;Nessuno;Larghe;Assente;Rosso;In zone incolte
Velenoso;Piatta;Marrone;No;Nessuno;Strette;Assente;Marrone;Bosco
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Piatta;Camoscio;Si;Maleodorante;Larghe;Bulbo;Bianco;In città
Commestibile;Piatta;Camoscio;Si;Nessuno;Larghe;Assente;Bianco;In zone incolte
Velenoso;Piatta;Bianco;Si;Maleodorante;Larghe;Bulbo;Bianco;In città
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Convessa;Camoscio;Si;Maleodorante;Larghe;Bulbo;Bianco;In città
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Piatta;Grigio;Si;Maleodorante;Larghe;Bulbo;Bianco;In città
Commestibile;Piatta;Camoscio;Si;Nessuno;Larghe;Assente;Rosso;In zone incolte
Commestibile;Convessa;Rosa;Si;Nessuno;Larghe;Assente;Rosso;In zone incolte
Commestibile;Papillato;Marrone;Si;Nessuno;Larghe;Assente;Bianco;In zone incolte
Velenoso;Piatta;Rosa;Si;Nessuno;Larghe;Bulbo;Bianco;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Commestibile;Piatta;Viola;No;Nessuno;Strette;Assente;Bianco;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Convessa;Marrone;No;Di pesce;Strette;Assente;Rosa;Tra le foglie
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Commestibile;Piatta;Camoscio;Si;Nessuno;Larghe;Assente;Bianco;In zone incolte
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Assente;Rosso;In zone incolte
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Convessa;Marrone;No;Maleodorante;Strette;Assente;Rosa;Nei sentieri
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Convessa;Marrone;No;Nessuno;Strette;Assente;Marrone;Bosco
Velenoso;A campana;Camoscio;Si;Nessuno;Larghe;Bulbo;Bianco;Tra l'erba
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Commestibile;Piatta;Viola;No;Nessuno;Strette;Assente;Bianco;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Commestibile;Convessa;Rosso;Si;Nessuno;Larghe;Assente;Bianco;In zone incolte
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Commestibile;Papillato;Camoscio;Si;Nessuno;Larghe;Assente;Rosso;In zone incolte
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Piatta;Bianco;Si;Maleodorante;Larghe;Bulbo;Bianco;In città
Velenoso;Convessa;Grigio;No;Creosoto;Strette;Bulbo;Bianco;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Commestibile;Piatta;Viola;No;Nessuno;Strette;Assente;Bianco;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Convessa;Grigio;Si;Maleodorante;Larghe;Bulbo;Bianco;In città
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Convessa;Marrone;No;Piccante;Strette;Assente;Bianco;Tra le foglie
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Piatta;Camoscio;Si;Maleodorante;Larghe;Bulbo;Bianco;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Convessa;Rosso;No;Di pesce;Strette;Assente;Bianco;Tra le foglie
Commestibile;Papillato;Camoscio;Si;Nessuno;Larghe;Assente;Bianco;In zone incolte
Commestibile;Piatta;Camoscio;Si;Nessuno;Larghe;Assente;Bianco;In zone incolte
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Convessa;Camoscio;Si;Maleodorante;Larghe;Bulbo;Bianco;In città
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Convessa;Bianco;Si;Maleodorante;Larghe;Bulbo;Bianco;In città
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Convessa;Bianco;Si;Maleodorante;Larghe;Bulbo;Bianco;In città
Velenoso;Piatta;Camoscio;Si;Maleodorante;Larghe;Bulbo;Bianco;Tra l'erba
Velenoso;Convessa;Bianco;Si;Maleodorante;Larghe;Bulbo;Bianco;In città
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Commestibile;Convessa;Bianco;No;Nessuno;Strette;Assente;Bianco;Bosco
Commestibile;Convessa;Rosso;Si;Nessuno;Larghe;Assente;Bianco;In zone incolte
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Convessa;Marrone;No;Di pesce;Strette;Assente;Bianco;Tra le foglie
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Commestibile;Piatta;Rosso;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
